ChannelTitle=	Vol. Pulse	Blood Flow	ECG	
3.705	-1.16	-2.8	105.6	
3.71	-1.17	-3.1	106.2	
3.715	-1.18	-3.4	102.2	
3.72	-1.19	-3.5	103.9	
3.725	-1.2	-3.4	102.7	
3.73	-1.21	-3.6	90.5	
3.735	-1.23	-3.9	87.3	
3.74	-1.24	-4	95	
3.745	-1.26	-4.3	110.3	
3.75	-1.27	-4.4	130.5	
3.755	-1.29	-4.2	130.7	
3.76	-1.3	-3.9	115.6	
3.765	-1.32	-3.8	107.2	
3.77	-1.33	-3.7	120.5	
3.775	-1.34	-3.6	149.5	
3.78	-1.35	-3.9	159.2	
3.785	-1.37	-4.1	151.8	
3.79	-1.38	-4.2	151	
3.795	-1.4	-4.1	149.8	
3.8	-1.41	-3.9	140.9	
3.805	-1.42	-3.5	142.6	
3.81	-1.43	-3.2	147.8	
3.815	-1.44	-3.1	146.2	
3.82	-1.45	-2.9	141.3	
3.825	-1.46	-2.7	134.8	
3.83	-1.46	-2.8	120.9	
3.835	-1.47	-2.9	106.8	
3.84	-1.48	-3	108.3	
3.845	-1.49	-3.2	92.2	
3.85	-1.5	-3.3	77.8	
3.855	-1.51	-3.2	85.2	
3.86	-1.52	-3.3	83.5	
3.865	-1.53	-3.7	78.1	
3.87	-1.54	-4	76.8	
3.875	-1.55	-3.8	76.8	
3.88	-1.56	-3.5	74	
3.885	-1.57	-3.1	72.4	
3.89	-1.58	-2.6	79.2	
3.895	-1.58	-2.4	72.2	
3.9	-1.59	-2.3	61	
3.905	-1.59	-2.3	62.8	
3.91	-1.6	-2.4	59.5	
3.915	-1.6	-2.6	59.4	
3.92	-1.61	-2.6	48.8	
3.925	-1.61	-2.4	45.3	
3.93	-1.62	-2.3	68.5	
3.935	-1.62	-2.3	133.1	
3.94	-1.63	-2.1	261.9	
3.945	-1.63	-1.9	342.6	
3.95	-1.63	-1.5	233.5	
3.955	-1.63	-1.2	66.9	
3.96	-1.63	-1.3	81.5	
3.965	-1.63	-1.8	43.8	
3.97	-1.63	-2.1	-217.3	
3.975	-1.63	-2	-334.6	
3.98	-1.64	-2	-204.1	
3.985	-1.64	-1.8	-80.5	
3.99	-1.64	-1.6	-34	
3.995	-1.64	-1.7	-14.6	
4	-1.64	-1.9	13.6	
4.005	-1.64	-1.8	48.5	
4.01	-1.64	-1.7	54.1	
4.015	-1.65	-1.7	52	
4.02	-1.65	-1.8	64	
4.025	-1.65	-1.9	73.5	
4.03	-1.65	-2.1	72.8	
4.035	-1.65	-2	79.1	
4.04	-1.66	-1.8	88.8	
4.045	-1.66	-1.6	81.8	
4.05	-1.66	-1.6	84.2	
4.055	-1.66	-1.6	100	
4.06	-1.66	-1.7	100.8	
4.065	-1.66	-2.1	88.9	
4.07	-1.66	-2.5	91.4	
4.075	-1.67	-2.6	93.6	
4.08	-1.67	-2.9	84.4	
4.085	-1.68	-3.2	93.4	
4.09	-1.69	-3.2	100.5	
4.095	-1.7	-3	101.1	
4.1	-1.71	-2.7	107.8	
4.105	-1.71	-2.3	111.3	
4.11	-1.71	-2.2	111.4	
4.115	-1.72	-2.4	109.6	
4.12	-1.72	-2.5	116.7	
4.125	-1.73	-2.5	120	
4.13	-1.73	-2.5	118.4	
4.135	-1.74	-2.5	126.4	
4.14	-1.74	-2.3	142.8	
4.145	-1.74	-2.1	146	
4.15	-1.74	-1.8	131.9	
4.155	-1.74	-1.1	145.3	
4.16	-1.74	0	163.5	
4.165	-1.73	1.4	157.5	
4.17	-1.71	3.4	155.2	
4.175	-1.68	6	165.4	
4.18	-1.63	8.9	174.3	
4.185	-1.57	12.3	165.8	
4.19	-1.49	15.9	159.1	
4.195	-1.4	19	153.9	
4.2	-1.29	21.3	148.8	
4.205	-1.17	23.2	146.6	
4.21	-1.05	24.6	132.4	
4.215	-0.92	25.3	114.3	
4.22	-0.79	25.3	101.6	
4.225	-0.66	24.7	92.6	
4.23	-0.54	23.2	86.3	
4.235	-0.43	21.2	84.4	
4.24	-0.32	19.1	76.4	
4.245	-0.23	16.8	59.7	
4.25	-0.15	14.4	58.6	
4.255	-0.09	12.4	66.9	
4.26	-0.03	10.5	59.6	
4.265	0.02	8.5	54.7	
4.27	0.06	6.7	59.8	
4.275	0.08	4.8	60.9	
4.28	0.1	2.9	62.1	
4.285	0.11	1.3	59.8	
4.29	0.12	-0.3	55.5	
4.295	0.11	-1.8	53.9	
4.3	0.1	-3.1	54.4	
4.305	0.08	-4.2	59.4	
4.31	0.05	-5.1	56.2	
4.315	0.03	-5.8	49	
4.32	0	-5.8	54.8	
4.325	-0.03	-5.3	57.3	
4.33	-0.06	-4.9	51.5	
4.335	-0.08	-4.6	55.3	
4.34	-0.1	-4.4	58.3	
4.345	-0.12	-4.3	51.6	
4.35	-0.14	-4.4	54.3	
4.355	-0.16	-4.3	65.4	
4.36	-0.19	-4.4	61.6	
4.365	-0.21	-4.8	69.5	
4.37	-0.23	-5.1	81.6	
4.375	-0.26	-5.1	64.1	
4.38	-0.28	-5.1	50.9	
4.385	-0.3	-5	57.9	
4.39	-0.33	-5	66.6	
4.395	-0.35	-5.4	66.3	
4.4	-0.38	-6	60.7	
4.405	-0.41	-6.3	60	
4.41	-0.44	-6.4	61.5	
4.415	-0.47	-6.6	61.3	
4.42	-0.5	-6.4	65.8	
4.425	-0.53	-6	70.4	
4.43	-0.55	-5.7	65.3	
4.435	-0.58	-5.6	62.4	
4.44	-0.6	-5.2	70.7	
4.445	-0.63	-4.9	69.7	
4.45	-0.65	-4.3	63.4	
4.455	-0.66	-3.5	62	
4.46	-0.67	-2.6	66.4	
4.465	-0.68	-2	71.6	
4.47	-0.69	-1.4	68.2	
4.475	-0.69	-0.8	69	
4.48	-0.69	-0.5	72.6	
4.485	-0.69	-0.2	68.6	
4.49	-0.69	0.3	63.7	
4.495	-0.68	0.6	61.8	
4.5	-0.67	0.6	66.1	
4.505	-0.67	0.7	72.5	
4.51	-0.66	0.9	64.3	
4.515	-0.65	1	60.5	
4.52	-0.64	1.2	70	
4.525	-0.63	1.5	69.9	
4.53	-0.62	1.6	62.5	
4.535	-0.61	1.8	64.8	
4.54	-0.6	2	66.6	
4.545	-0.59	1.9	60.4	
4.55	-0.58	1.6	63.8	
4.555	-0.57	1.3	67	
4.56	-0.56	1	65.1	
4.565	-0.55	0.6	60.4	
4.57	-0.55	0.4	56.9	
4.575	-0.54	0.4	58.1	
4.58	-0.54	0.1	58.3	
4.585	-0.54	-0.4	66.6	
4.59	-0.54	-0.6	68.8	
4.595	-0.54	-0.9	64.8	
4.6	-0.54	-1	62	
4.605	-0.54	-1.1	60.5	
4.61	-0.55	-1.3	61.2	
4.615	-0.55	-1.8	54.9	
4.62	-0.56	-2	56.6	
4.625	-0.57	-1.9	55.5	
4.63	-0.57	-1.9	52.5	
4.635	-0.58	-2.1	78.5	
4.64	-0.59	-2.1	105.4	
4.645	-0.6	-2.4	105	
4.65	-0.61	-2.8	79.2	
4.655	-0.62	-2.9	68.3	
4.66	-0.63	-3	85.6	
4.665	-0.64	-2.9	104.3	
4.67	-0.65	-2.6	120.8	
4.675	-0.66	-2.2	113.9	
4.68	-0.67	-2.4	93.7	
4.685	-0.68	-2.7	97.3	
4.69	-0.69	-2.8	102.1	
4.695	-0.7	-2.9	95.1	
4.7	-0.71	-2.9	101.9	
4.705	-0.72	-2.7	105.4	
4.71	-0.73	-2.6	97.9	
4.715	-0.74	-2.7	90.8	
4.72	-0.75	-2.6	81	
4.725	-0.76	-2.2	75.5	
4.73	-0.77	-2.1	56.3	
4.735	-0.78	-2.2	37.1	
4.74	-0.78	-2.4	41	
4.745	-0.79	-2.7	36.7	
4.75	-0.8	-2.8	40	
4.755	-0.81	-2.5	54.6	
4.76	-0.82	-2.3	43.1	
4.765	-0.83	-2.4	28.9	
4.77	-0.84	-2.6	33.3	
4.775	-0.85	-2.7	34.6	
4.78	-0.86	-2.8	29.4	
4.785	-0.87	-2.7	29.5	
4.79	-0.88	-2.4	34.3	
4.795	-0.88	-2.2	31.4	
4.8	-0.89	-2.1	23.7	
4.805	-0.89	-1.8	13.4	
4.81	-0.9	-1.6	4.9	
4.815	-0.9	-1.5	29.2	
4.82	-0.91	-1.2	68.1	
4.825	-0.91	-1	131.9	
4.83	-0.91	-1.1	260.9	
4.835	-0.91	-1.2	322	
4.84	-0.91	-1	148.5	
4.845	-0.91	-0.7	-13	
4.85	-0.91	-0.5	-4	
4.855	-0.91	-0.2	-148.3	
4.86	-0.9	-0.1	-420.7	
4.865	-0.9	-0.3	-462.8	
4.87	-0.9	-0.3	-269.9	
4.875	-0.9	-0.3	-115.7	
4.88	-0.89	-0.5	-71.1	
4.885	-0.89	-0.8	-39.7	
4.89	-0.89	-0.7	-7.9	
4.895	-0.89	-0.7	7.4	
4.9	-0.89	-0.7	12	
4.905	-0.89	-0.5	29.2	
4.91	-0.89	-0.4	44.2	
4.915	-0.89	-0.5	36	
4.92	-0.89	-0.8	30	
4.925	-0.89	-1.1	35.7	
4.93	-0.89	-1.5	45.1	
4.935	-0.89	-1.6	53.9	
4.94	-0.9	-1.4	61.1	
4.945	-0.9	-1.3	69.7	
4.95	-0.9	-1.5	73.9	
4.955	-0.9	-1.7	71.2	
4.96	-0.91	-2.1	69.9	
4.965	-0.92	-2.6	68.1	
4.97	-0.93	-2.8	73.1	
4.975	-0.94	-2.8	76.4	
4.98	-0.95	-2.8	68.3	
4.985	-0.96	-2.6	74.6	
4.99	-0.96	-2.1	85.1	
4.995	-0.97	-1.7	78.4	
5	-0.97	-1.5	79.2	
5.005	-0.97	-1.3	91.7	
5.01	-0.97	-1.4	94.5	
5.015	-0.98	-1.7	93.3	
5.02	-0.98	-1.9	89.3	
5.025	-0.99	-2	89.2	
5.03	-0.99	-2.2	107	
5.035	-1	-2.1	120.4	
5.04	-1.01	-1.5	120.3	
5.045	-1.01	-0.8	116.8	
5.05	-1	-0.2	111.8	
5.055	-1	0.4	116.6	
5.06	-0.99	1.6	126.1	
5.065	-0.97	3.5	122.3	
5.07	-0.94	6.4	123.3	
5.075	-0.9	10	126.5	
5.08	-0.84	13.4	114.2	
5.085	-0.76	16.6	107.2	
5.09	-0.66	19.7	102.7	
5.095	-0.56	22.3	88.5	
5.1	-0.44	24.2	71.8	
5.105	-0.31	25.6	65.7	
5.11	-0.18	26.3	56.9	
5.115	-0.05	26.5	39.4	
5.12	0.08	26.2	30.1	
5.125	0.21	25.4	30.1	
5.13	0.34	23.8	23.6	
5.135	0.45	21.8	12.9	
5.14	0.55	19.6	15.9	
5.145	0.64	17.2	19	
5.15	0.71	14.6	12.7	
5.155	0.78	12.5	1.8	
5.16	0.83	10.6	-1.9	
5.165	0.88	9	8.2	
5.17	0.91	7.6	11.7	
5.175	0.94	6.2	3.7	
5.18	0.97	4.5	0.9	
5.185	0.98	2.9	6.5	
5.19	0.99	1.6	10.5	
5.195	0.99	0.4	11.1	
5.2	0.98	-0.7	12.1	
5.205	0.97	-1.5	5.6	
5.21	0.96	-2.1	-0.1	
5.215	0.94	-2.6	5	
5.22	0.92	-2.9	20	
5.225	0.91	-3	20.2	
5.23	0.89	-3.2	10.6	
5.235	0.86	-3.3	13.7	
5.24	0.84	-3.3	15.9	
5.245	0.82	-3.5	16.4	
5.25	0.8	-4	18.5	
5.255	0.78	-4.2	23.4	
5.26	0.75	-4.3	26.9	
5.265	0.73	-4.5	18.8	
5.27	0.7	-4.9	10.3	
5.275	0.67	-5.3	17.3	
5.28	0.64	-5.8	22.5	
5.285	0.61	-6.1	22.1	
5.29	0.58	-6	25.8	
5.295	0.54	-5.9	20.6	
5.3	0.51	-6.2	16.8	
5.305	0.48	-6.5	21.3	
5.31	0.44	-6.7	24.4	
5.315	0.41	-6.9	24	
5.32	0.37	-6.6	28.4	
5.325	0.34	-5.8	23.8	
5.33	0.31	-5.1	7	
5.335	0.28	-4.4	11.6	
5.34	0.26	-3.7	19.5	
5.345	0.24	-3.3	16.2	
5.35	0.23	-2.9	12.9	
5.355	0.21	-2.3	20.8	
5.36	0.2	-1.7	27.7	
5.365	0.19	-1.2	18.9	
5.37	0.19	-0.7	22.2	
5.375	0.18	-0.2	24.4	
5.38	0.18	-0.1	18.8	
5.385	0.18	0	22.3	
5.39	0.18	0.2	21.7	
5.395	0.18	0.3	14.6	
5.4	0.18	0.3	12.2	
5.405	0.18	0.6	13.4	
5.41	0.19	1.1	11.2	
5.415	0.19	1.7	8.4	
5.42	0.2	2.4	15.9	
5.425	0.22	3	19.8	
5.43	0.23	3	15	
5.435	0.24	2.7	11.8	
5.44	0.25	2.4	9.1	
5.445	0.26	1.9	1.6	
5.45	0.27	1.4	-5.5	
5.455	0.28	1.2	-1	
5.46	0.28	1.1	2.5	
5.465	0.28	0.6	11.9	
5.47	0.28	0.1	29.1	
5.475	0.28	-0.3	36.3	
5.48	0.28	-0.7	24.4	
5.485	0.27	-0.7	5.6	
5.49	0.27	-0.3	4.2	
5.495	0.27	0.1	24.6	
5.5	0.27	0.2	39.8	
5.505	0.27	0.2	44.9	
5.51	0.27	0	51.3	
5.515	0.27	-0.5	47.9	
5.52	0.26	-0.9	48	
5.525	0.25	-1.4	49	
5.53	0.24	-1.9	48.6	
5.535	0.23	-2.3	50.2	
5.54	0.22	-2.3	42.6	
5.545	0.21	-2.4	36.2	
5.55	0.19	-2.6	30.5	
5.555	0.18	-2.7	24.5	
5.56	0.16	-2.7	15.7	
5.565	0.15	-2.8	1.7	
5.57	0.14	-2.7	0.7	
5.575	0.12	-2.6	0.9	
5.58	0.11	-2.8	-6.1	
5.585	0.09	-3	0.8	
5.59	0.08	-3.1	12.1	
5.595	0.06	-3.2	-4.8	
5.6	0.04	-3.4	-25.7	
5.605	0.03	-3.4	-10.7	
5.61	0.01	-3.3	8.5	
5.615	-0.01	-3.5	3.8	
5.62	-0.02	-3.6	-10.1	
5.625	-0.04	-3.7	-15.7	
5.63	-0.06	-4	-12.7	
5.635	-0.08	-4.4	-12.1	
5.64	-0.1	-4.6	-19.1	
5.645	-0.13	-4.8	-2.7	
5.65	-0.15	-5	33.5	
5.655	-0.18	-4.8	81.8	
5.66	-0.2	-4.3	177.9	
5.665	-0.22	-4.1	265.8	
5.67	-0.24	-4	169.5	
5.675	-0.26	-3.9	-46.4	
5.68	-0.27	-4	-69.6	
5.685	-0.29	-3.9	-92.2	
5.69	-0.31	-3.5	-328.1	
5.695	-0.32	-3.1	-438.6	
5.7	-0.34	-2.7	-305.4	
5.705	-0.35	-2.4	-147.2	
5.71	-0.36	-2.2	-85.6	
5.715	-0.37	-2.2	-71.9	
5.72	-0.38	-2.3	-37.8	
5.725	-0.39	-2.4	-11.8	
5.73	-0.4	-2.9	-9.4	
5.735	-0.41	-3.4	-0.3	
5.74	-0.43	-3.5	11.8	
5.745	-0.44	-3.4	18.2	
5.75	-0.46	-3	25.1	
5.755	-0.47	-2.3	30.6	
5.76	-0.48	-1.7	37.3	
5.765	-0.48	-1.5	43	
5.77	-0.49	-1.5	45.5	
5.775	-0.49	-1.7	44	
5.78	-0.5	-2.2	42.7	
5.785	-0.51	-3	48.4	
5.79	-0.52	-3.5	49.2	
5.795	-0.54	-3.8	48.5	
5.8	-0.56	-3.9	49.7	
5.805	-0.57	-3.4	50.8	
5.81	-0.59	-3	56.6	
5.815	-0.6	-2.6	61.1	
5.82	-0.61	-2.3	63.5	
5.825	-0.61	-2.2	61.6	
5.83	-0.62	-2.8	58.8	
5.835	-0.64	-3.5	67.2	
5.84	-0.65	-3.9	75.8	
5.845	-0.67	-4.1	76.2	
5.85	-0.69	-4.2	75.4	
5.855	-0.7	-4	78.1	
5.86	-0.72	-3.9	89.6	
5.865	-0.74	-3.9	96.8	
5.87	-0.75	-3.6	98.5	
5.875	-0.77	-3	106.5	
5.88	-0.78	-2.3	109.2	
5.885	-0.78	-1.4	110.5	
5.89	-0.78	-0.1	116.3	
5.895	-0.77	1.7	115.2	
5.9	-0.76	3.9	114.1	
5.905	-0.73	6.7	114.8	
5.91	-0.68	10	108.1	
5.915	-0.62	13.3	94.4	
5.92	-0.55	16.4	88.1	
5.925	-0.45	19.1	90.2	
5.93	-0.35	21.2	74.3	
5.935	-0.24	22.9	53	
5.94	-0.12	24.2	44.2	
5.945	0	24.8	38.9	
5.95	0.13	24.6	28.1	
5.955	0.25	24.1	17.1	
5.96	0.36	23.1	14.5	
5.965	0.47	21.6	11.3	
5.97	0.57	19.9	11.6	
5.975	0.67	18.2	8.6	
5.98	0.75	16.2	8.3	
5.985	0.82	14.1	11.5	
5.99	0.88	12.3	11.7	
5.995	0.94	10.3	9.3	
6	0.98	8.3	8.7	
6.005	1.01	6.8	4.6	
6.01	1.04	5.4	0.1	
6.015	1.06	4.1	8.8	
6.02	1.07	3	5.6	
6.025	1.08	1.9	3.4	
6.03	1.08	0.5	8.5	
6.035	1.07	-1.1	8.1	
6.04	1.06	-2.4	6.6	
6.045	1.04	-3.5	10.3	
6.05	1.01	-4.4	13.5	
6.055	0.98	-4.7	9.6	
6.06	0.96	-4.7	9	
6.065	0.93	-4.8	9.5	
6.07	0.9	-4.9	14	
6.075	0.87	-4.8	11.8	
6.08	0.84	-5.2	10.3	
6.085	0.81	-5.8	17.2	
6.09	0.78	-6.2	12.8	
6.095	0.74	-6.6	17.3	
6.1	0.7	-7	26.9	
6.105	0.67	-7	22.8	
6.11	0.63	-7	17.7	
6.115	0.59	-7.4	14.3	
6.12	0.55	-7.9	18.5	
6.125	0.51	-8.4	13.3	
6.13	0.46	-9	7.5	
6.135	0.41	-9.2	17.5	
6.14	0.36	-9	17.5	
6.145	0.32	-8.8	19.1	
6.15	0.27	-8.6	21.7	
6.155	0.23	-8.1	13.6	
6.16	0.19	-7.6	9.1	
6.165	0.15	-7.2	10.8	
6.17	0.12	-6.7	11.8	
6.175	0.09	-6	18.4	
6.18	0.06	-5.5	22.8	
6.185	0.03	-5	20.9	
6.19	0.01	-4.2	17.6	
6.195	-0.01	-3.6	2	
6.2	-0.03	-3.2	6.3	
6.205	-0.04	-2.6	26.5	
6.21	-0.06	-1.9	18.3	
6.215	-0.06	-1.4	9.3	
6.22	-0.07	-1	12.7	
6.225	-0.07	-0.7	12.7	
6.23	-0.07	-0.5	12.5	
6.235	-0.08	-0.2	9.9	
6.24	-0.08	0.3	13.3	
6.245	-0.07	0.6	14.5	
6.25	-0.07	0.8	5.1	
6.255	-0.07	1.1	2.8	
6.26	-0.06	1.4	4.4	
6.265	-0.05	1.3	1.2	
6.27	-0.04	1.2	2.9	
6.275	-0.04	1.1	13.9	
6.28	-0.03	0.8	28.5	
6.285	-0.03	0.5	29.8	
6.29	-0.03	0.4	17.2	
6.295	-0.03	0.2	14.2	
6.3	-0.03	0.2	27.1	
6.305	-0.02	0.5	49.3	
6.31	-0.02	0.7	53.6	
6.315	-0.02	0	43.4	
6.32	-0.02	-1.1	44.8	
6.325	-0.03	-1.9	54.8	
6.33	-0.04	-2.5	56.3	
6.335	-0.05	-2.8	51.8	
6.34	-0.07	-2.9	58.4	
6.345	-0.08	-3.2	61	
6.35	-0.1	-3.6	54.9	
6.355	-0.12	-3.7	45.4	
6.36	-0.13	-3.7	28.7	
6.365	-0.15	-3.9	17.8	
6.37	-0.17	-3.8	13	
6.375	-0.19	-3.7	7	
6.38	-0.21	-3.6	-5.4	
6.385	-0.22	-3.5	-13	
6.39	-0.24	-3.5	-6.7	
6.395	-0.26	-3.7	1	
6.4	-0.27	-3.8	5.8	
6.405	-0.29	-3.8	3	
6.41	-0.31	-4.1	-8	
6.415	-0.33	-4.7	-13.5	
6.42	-0.35	-5.1	-13	
6.425	-0.38	-5.1	-12	
6.43	-0.4	-5	-9.3	
6.435	-0.42	-4.6	-11.7	
6.44	-0.44	-3.9	-27	
6.445	-0.46	-3.7	-35.4	
6.45	-0.48	-4.2	-20.9	
6.455	-0.5	-4.6	6.9	
6.46	-0.52	-4.9	38.8	
6.465	-0.54	-5.2	104.8	
6.47	-0.57	-5.3	219.6	
6.475	-0.59	-5.3	257	
6.48	-0.61	-5.3	82.7	
6.485	-0.64	-5.1	-60.4	
6.49	-0.66	-4.5	-21.2	
6.495	-0.68	-3.8	-165.3	
6.5	-0.69	-3.4	-422.4	
6.505	-0.7	-3.2	-406.4	
6.51	-0.72	-3.4	-235.9	
6.515	-0.73	-4	-135.7	
6.52	-0.75	-4.5	-103.1	
6.525	-0.77	-4.5	-77.6	
6.53	-0.79	-4.5	-43.5	
6.535	-0.81	-4.3	-27.7	
6.54	-0.82	-3.8	-9.4	
6.545	-0.84	-3.3	17.8	
6.55	-0.85	-2.9	5.6	
6.555	-0.86	-2.4	-10	
6.56	-0.86	-2.4	6.1	
6.565	-0.87	-2.9	22.8	
6.57	-0.89	-3.4	23.3	
6.575	-0.9	-3.5	22.8	
6.58	-0.91	-3.6	24.6	
6.585	-0.93	-3.6	23.2	
6.59	-0.94	-3.5	30.8	
6.595	-0.95	-3.4	39.3	
6.6	-0.96	-3.3	38.7	
6.605	-0.98	-3.1	41.5	
6.61	-0.99	-3.1	47.5	
6.615	-1	-3.3	45.1	
6.62	-1.01	-3.4	40.7	
6.625	-1.02	-3.3	44.7	
6.63	-1.03	-3.3	52.8	
6.635	-1.05	-3.1	56.2	
6.64	-1.06	-2.8	57.1	
6.645	-1.06	-2.8	63.6	
6.65	-1.07	-2.8	62.8	
6.655	-1.08	-2.5	63.1	
6.66	-1.09	-2.2	71	
6.665	-1.1	-2.4	74.8	
6.67	-1.1	-2.6	81.8	
6.675	-1.11	-2.7	80.5	
6.68	-1.12	-2.7	83.8	
6.685	-1.13	-2.4	82.2	
6.69	-1.13	-1.5	83.9	
6.695	-1.13	0	104.5	
6.7	-1.12	2	105.3	
6.705	-1.1	4.8	106.1	
6.71	-1.06	8	109.2	
6.715	-1.01	10.9	101.2	
6.72	-0.94	13.9	96.8	
6.725	-0.86	16.9	89.5	
6.73	-0.77	19.5	78.5	
6.735	-0.66	22	74.8	
6.74	-0.54	24.7	69.5	
6.745	-0.41	26.8	52.8	
6.75	-0.27	28.3	28	
6.755	-0.12	29.2	16.4	
6.76	0.02	29.5	18.1	
6.765	0.17	28.9	17.5	
6.77	0.31	27.5	14.5	
6.775	0.44	25.5	9.3	
6.78	0.56	22.9	4.6	
6.785	0.66	20.3	3	
6.79	0.76	18.3	5.3	
6.795	0.84	16.3	5.5	
6.8	0.91	14.4	8.4	
6.805	0.97	12.7	10	
6.81	1.03	11.2	5.1	
6.815	1.08	9.3	6.5	
6.82	1.11	7.2	14.7	
6.825	1.14	5.2	10.1	
6.83	1.15	3.5	3.5	
6.835	1.16	2	3.5	
6.84	1.16	0.9	-1.1	
6.845	1.16	0	4.3	
6.85	1.15	-0.7	11.5	
6.855	1.14	-1.1	6.1	
6.86	1.13	-1.4	1.8	
6.865	1.12	-2.3	3.8	
6.87	1.1	-3.4	6.7	
6.875	1.07	-4.3	13.3	
6.88	1.05	-5	8.3	
6.885	1.02	-5.2	4.7	
6.89	0.98	-5.2	17.5	
6.895	0.95	-5.3	18.9	
6.9	0.92	-5.3	8.3	
6.905	0.89	-5.1	9.3	
6.91	0.86	-5.3	15.7	
6.915	0.83	-6	10.8	
6.92	0.8	-6.9	12	
6.925	0.76	-7.5	14	
6.93	0.71	-8.2	19.4	
6.935	0.67	-8.8	30.8	
6.94	0.62	-8.8	24.2	
6.945	0.57	-8.5	8	
6.95	0.53	-8.1	9.2	
6.955	0.49	-7.6	16.6	
6.96	0.45	-7.4	14.7	
6.965	0.41	-7.5	18.6	
6.97	0.37	-7.5	19.4	
6.975	0.33	-7.4	12.8	
6.98	0.29	-7.2	4.5	
6.985	0.26	-6.7	8.6	
6.99	0.23	-5.7	24	
6.995	0.2	-4.7	20.5	
7	0.18	-3.8	12.2	
7.005	0.16	-3	13.4	
7.01	0.14	-2.5	17.3	
7.015	0.13	-2.4	19.9	
7.02	0.12	-2.3	13.8	
7.025	0.11	-2	12.7	
7.03	0.1	-1.8	14.7	
7.035	0.09	-1.5	11.8	
7.04	0.08	-0.9	11.9	
7.045	0.08	-0.2	11.4	
7.05	0.08	0.5	11.3	
7.055	0.09	1.4	9.9	
7.06	0.09	2	4	
7.065	0.1	1.8	5.6	
7.07	0.11	1.4	12.1	
7.075	0.12	1.1	5.8	
7.08	0.12	0.9	-7.3	
7.085	0.12	0.7	2.8	
7.09	0.13	0.8	24	
7.095	0.13	0.9	36.3	
7.1	0.13	1	37.9	
7.105	0.14	1.3	16.8	
7.11	0.15	1.3	9.7	
7.115	0.15	0.7	31.8	
7.12	0.15	-0.1	54.2	
7.125	0.15	-1	56.1	
7.13	0.14	-2	48.3	
7.135	0.13	-2.7	50	
7.14	0.11	-2.9	54.7	
7.145	0.1	-2.7	49.9	
7.15	0.08	-2.6	50.7	
7.155	0.07	-2.4	55.3	
7.16	0.06	-2.6	47.8	
7.165	0.04	-3	45.5	
7.17	0.03	-3.4	36.2	
7.175	0.01	-3.7	18.3	
7.18	-0.01	-4	11.1	
7.185	-0.03	-4.3	-6.7	
7.19	-0.05	-4.3	-12.8	
7.195	-0.07	-4.2	-3.2	
7.2	-0.09	-3.9	-6	
7.205	-0.11	-3.4	-8.6	
7.21	-0.12	-3.3	-14.5	
7.215	-0.14	-3.9	-13.6	
7.22	-0.16	-4.6	-9.2	
7.225	-0.19	-4.8	-16.9	
7.23	-0.21	-4.9	-18.9	
7.235	-0.23	-4.9	-17.6	
7.24	-0.26	-4.7	-23.2	
7.245	-0.28	-4.6	-27.8	
7.25	-0.3	-4.4	-24.2	
7.255	-0.32	-4	-21.2	
7.26	-0.34	-3.5	-45	
7.265	-0.35	-3.3	-48.8	
7.27	-0.37	-3.4	-7	
7.275	-0.38	-3.7	39.5	
7.28	-0.4	-4.3	137.1	
7.285	-0.42	-4.7	259.2	
7.29	-0.44	-4.5	187.2	
7.295	-0.46	-4	-14.9	
7.3	-0.48	-3.8	-26.3	
7.305	-0.5	-3.8	-39	
7.31	-0.51	-4	-297.3	
7.315	-0.53	-4.4	-460.5	
7.32	-0.55	-4.6	-324.6	
7.325	-0.57	-4.5	-164.4	
7.33	-0.59	-4.4	-118.6	
7.335	-0.61	-4.3	-92.4	
7.34	-0.63	-4	-64.3	
7.345	-0.64	-3.8	-38.7	
7.35	-0.66	-3.7	-22.8	
7.355	-0.68	-3.5	-23.7	
7.36	-0.69	-3.2	-17.4	
7.365	-0.7	-3.1	-3.6	
7.37	-0.71	-2.8	-1	
7.375	-0.72	-2.6	-2.6	
7.38	-0.73	-2.6	6.2	
7.385	-0.74	-2.6	11.6	
7.39	-0.75	-2.3	12.4	
7.395	-0.76	-2.4	22.9	
7.4	-0.77	-2.9	28.3	
7.405	-0.78	-3.3	19.9	
7.41	-0.8	-3.7	22.6	
7.415	-0.81	-4.1	28.5	
7.42	-0.83	-4.1	21.6	
7.425	-0.84	-3.8	23.2	
7.43	-0.86	-3.4	29.3	
7.435	-0.87	-3.1	34.4	
7.44	-0.88	-2.8	33.4	
7.445	-0.89	-2.7	29.9	
7.45	-0.9	-2.9	36.5	
7.455	-0.91	-2.9	40.9	
7.46	-0.92	-2.8	42.9	
7.465	-0.93	-2.8	43.3	
7.47	-0.94	-2.9	56.1	
7.475	-0.95	-2.6	69.6	
7.48	-0.96	-2.3	60.5	
7.485	-0.96	-1.9	63.6	
7.49	-0.97	-1.4	70	
7.495	-0.97	-1.2	70.7	
7.5	-0.97	-1.2	83.6	
7.505	-0.97	-0.5	85.9	
7.51	-0.97	1.3	81.3	
7.515	-0.95	4	87	
7.52	-0.92	7.4	85.2	
7.525	-0.87	11.3	82	
7.53	-0.8	15.2	87.5	
7.535	-0.71	19.1	76.9	
7.54	-0.6	23	66.1	
7.545	-0.47	26.4	62.1	
